employee_id,years_experience,gender,education_level,job_title,location,work_mode,primary_language,performance_rating,projects_completed,team_size,overtime_hours_month,certifications_count,github_contributions,birth_month,bonus_percentage,stock_options,remote_work_days,satisfaction_score,salary_category
EMP_0853,30,female,High School,UI/UX Designer,Remote,On-site,Swift,4.2,46,12,10,11,775,August,21,Yes,3,1.1,Medium
EMP_0854,8,female,Master,Engineering Manager,"Atlanta, GA",On-site,C++,2.5,16,4,16,8,322,November,16,No,5,3.3,Medium
EMP_0855,13,female,Master,Backend Developer,"Toronto, CA",On-site,Go,3.3,19,15,4,5,465,October,21,Yes,4,1.6,Medium
EMP_0856,14,male,Bachelor,Security Engineer,"Los Angeles, CA",Remote,Python,3.1,25,10,2,5,389,November,16,Yes,1,4,Medium
EMP_0857,13,female,PhD,Product Manager,"Seattle, WA",Remote,Java,3.8,24,5,8,6,341,July,,No,3,2.9,Medium
EMP_0858,16,female,Master,Product Manager,"Austin, TX",On-site,Swift,2.7,23,9,3,7,435,December,9,Yes,2,3.5,Medium
EMP_0859,11,female,Bachelor,Data Scientist,"Los Angeles, CA",On-site,Swift,3.4,22,6,4,5,362,May,24,No,5,1.4,Medium
EMP_0860,15,male,Master,Tech Lead,"Berlin, DE",Remote,Go,2.9,25,12,5,8,447,February,8,No,3,1.4,High
EMP_0861,23,male,Bachelor,QA Engineer,"Toronto, CA",On-site,Java,3.8,35,11,0,8,632,March,22,Yes,2,1.9,Medium
EMP_0862,6,female,Master,QA Engineer,"Berlin, DE",Remote,Python,2.9,12,14,0,3,248,August,17,No,3,2.8,Low
EMP_0863,9,male,Bachelor,Engineering Manager,"San Francisco, CA",Remote,C++,2.6,21,10,10,4,276,January,18,Yes,4,3.9,High
EMP_0864,5,female,PhD,Backend Developer,"Boston, MA",On-site,Go,2.3,13,6,0,3,211,March,20,Yes,4,2.4,Low
EMP_0865,12,male,Bachelor,UI/UX Designer,"Denver, CO",Hybrid,Rust,2.1,23,7,0,5,355,July,10,Yes,4,4.2,Low
EMP_0866,15,male,Bachelor,DevOps Engineer,"Chicago, IL",Hybrid,Rust,4.3,21,6,8,6,377,April,8,No,4,1.1,Medium
EMP_0867,19,male,Bachelor,QA Engineer,"San Francisco, CA",On-site,Go,3.4,28,9,15,9,655,July,13,No,5,4.8,Medium
EMP_0868,4,male,Master,Product Manager,"San Francisco, CA",On-site,Rust,3.6,12,2,0,3,103,October,7,Yes,0,4.8,Medium
EMP_0869,12,female,Bachelor,Product Manager,"San Francisco, CA",Remote,Go,2.9,30,13,26,5,311,February,8,Yes,5,2.1,Medium
EMP_0870,7,male,High School,DevOps Engineer,"San Francisco, CA",Remote,Rust,3.3,25,6,15,3,177,June,6,Yes,0,4.8,Medium
EMP_0871,12,female,Bachelor,ML Engineer,"Denver, CO",Remote,Go,2.8,20,1,4,6,431,December,7,No,2,3.9,Medium
EMP_0872,7,male,Bachelor,Security Engineer,"Denver, CO",Hybrid,Rust,3.7,16,13,0,6,358,December,12,Yes,2,2.6,Medium
EMP_0873,2,male,Master,Tech Lead,"Denver, CO",Hybrid,Swift,2.2,14,2,0,2,140,September,9,No,2,1.5,Low
EMP_0874,4,male,Bachelor,Product Manager,"Chicago, IL",Remote,TypeScript,2.8,12,10,3,1,270,August,18,No,5,3.4,Low
EMP_0875,13,male,Bachelor,ML Engineer,"Boston, MA",Remote,Java,2.1,22,7,2,4,477,November,22,No,5,3.5,Medium
EMP_0876,10,female,Bachelor,ML Engineer,"Toronto, CA",Hybrid,Java,2.8,22,4,7,4,424,June,18,,2,4.7,Medium
EMP_0877,3,male,Bachelor,QA Engineer,"Denver, CO",Hybrid,Python,2,16,8,6,4,155,December,16,Yes,4,3.7,Low
EMP_0878,2,male,Master,ML Engineer,"New York, NY",Remote,Go,1.1,16,6,0,2,188,October,11,Yes,3,2.7,Medium
EMP_0879,4,male,Master,Data Analyst,"London, UK",On-site,TypeScript,1.6,11,8,3,2,190,March,12,No,1,1.8,Low
EMP_0880,14,female,Master,Frontend Developer,"Boston, MA",Hybrid,Python,3,24,15,0,4,374,August,18,No,1,1.3,Medium
EMP_0881,13,female,Master,ML Engineer,"Atlanta, GA",Remote,TypeScript,3,22,7,0,6,374,December,16,No,0,3.6,Medium
EMP_0882,10,male,Bachelor,Software Engineer,"Chicago, IL",Hybrid,JavaScript,3.4,17,2,24,4,368,August,23,Yes,5,,Low
EMP_0883,8,male,Master,ML Engineer,"Boston, MA",Remote,TypeScript,3.1,12,7,3,6,227,September,9,Yes,1,4.5,Medium
EMP_0884,5,male,Master,Data Scientist,"Berlin, DE",On-site,Rust,2,8,11,9,1,232,May,16,Yes,3,4.6,Low
EMP_0885,9,female,Bachelor,Frontend Developer,"London, UK",Hybrid,TypeScript,3.2,19,10,11,8,304,May,20,Yes,0,1.9,Low
EMP_0886,11,female,Master,Product Manager,"Boston, MA",On-site,JavaScript,3.2,19,11,21,6,313,November,25,Yes,5,1.9,Medium
EMP_0887,16,female,PhD,Tech Lead,"New York, NY",On-site,Go,5,19,1,1,7,442,October,18,Yes,5,4.8,High
EMP_0888,13,male,Master,Cloud Architect,"Denver, CO",On-site,Rust,4,24,11,23,5,410,July,11,Yes,4,3.3,Medium
EMP_0889,0,male,Master,Engineering Manager,"Toronto, CA",Hybrid,Go,2.7,13,13,2,2,78,July,22,No,1,2.5,Medium
EMP_0890,7,female,Bachelor,Software Engineer,"Denver, CO",Hybrid,TypeScript,2.1,18,3,3,4,232,September,18,No,4,2,Low
EMP_0891,8,female,Bachelor,Data Analyst,"Austin, TX",On-site,Rust,3.1,21,2,4,3,302,March,25,Yes,3,1.2,Low
EMP_0892,18,male,PhD,Product Manager,"Denver, CO",Hybrid,C++,3.4,24,12,21,8,492,August,24,Yes,3,3.7,High
EMP_0893,16,female,High School,Frontend Developer,"Austin, TX",Remote,JavaScript,3.1,23,15,4,6,439,April,6,No,3,2.4,Low
EMP_0894,9,male,Bachelor,ML Engineer,"London, UK",On-site,Python,2.9,24,3,4,5,310,November,19,Yes,1,5,Medium
EMP_0895,14,female,Master,Cloud Architect,"Berlin, DE",Remote,TypeScript,3.5,28,3,17,4,553,December,25,Yes,3,3.3,High
EMP_0896,30,female,Master,Security Engineer,"Berlin, DE",On-site,JavaScript,4.3,36,11,1,12,776,August,8,No,1,1.5,High
EMP_0897,30,female,Bachelor,ML Engineer,"Denver, CO",Hybrid,C++,4.1,34,11,16,10,828,February,9,No,5,4.7,Medium
EMP_0898,14,male,Bachelor,QA Engineer,"Seattle, WA",Hybrid,Java,2.7,29,5,0,8,647,January,18,,4,4.1,Medium
EMP_0899,10,male,High School,Data Analyst,"Chicago, IL",Remote,Rust,3.6,20,11,42,6,435,December,10,Yes,3,4.3,Low
EMP_0900,16,male,Master,Full Stack Developer,"Los Angeles, CA",Remote,Python,3.8,25,4,9,5,415,March,23,No,1,4.1,High
EMP_0901,8,female,Master,Data Scientist,"Toronto, CA",Hybrid,Rust,3.3,21,1,0,7,228,September,20,No,5,4.3,Medium
EMP_0902,12,female,Bachelor,DevOps Engineer,"Chicago, IL",Hybrid,JavaScript,3.2,23,10,1,6,393,May,14,No,2,4.5,Medium
EMP_0903,8,male,Bachelor,UI/UX Designer,"Austin, TX",Hybrid,Swift,4.2,23,8,12,5,214,December,25,No,4,1.9,Medium
EMP_0904,15,female,Master,Frontend Developer,"Chicago, IL",Remote,TypeScript,3.8,22,7,2,8,394,December,5,Yes,1,2.2,Medium
EMP_0905,8,female,Bachelor,Backend Developer,"Denver, CO",On-site,Go,3.5,19,13,1,3,399,April,15,No,3,5,Low
EMP_0906,3,female,Bachelor,Frontend Developer,"Chicago, IL",On-site,Swift,2.4,15,8,4,4,166,February,9,Yes,3,2.1,Low
EMP_0907,4,female,Master,DevOps Engineer,"Denver, CO",On-site,Swift,3.4,20,9,5,3,208,September,13,Yes,4,2.7,Low
EMP_0908,11,male,Bachelor,Frontend Developer,"Chicago, IL",On-site,Java,3.3,19,13,2,5,318,March,21,No,2,3.9,Medium
EMP_0909,17,male,Bachelor,Product Manager,"Los Angeles, CA",Remote,C++,3.3,27,5,1,7,502,December,19,Yes,4,1.7,Medium
EMP_0910,5,male,Master,Backend Developer,"Atlanta, GA",On-site,JavaScript,3.1,18,2,10,9,190,September,7,No,5,3.6,Medium
EMP_0911,16,male,Bachelor,Full Stack Developer,"Toronto, CA",Remote,Swift,3.9,29,15,19,7,574,December,25,No,5,3.1,Medium
EMP_0912,12,male,Bachelor,UI/UX Designer,"London, UK",Remote,Swift,3.4,24,2,13,7,302,January,19,Yes,3,2.2,Medium
EMP_0913,1,female,Bachelor,Engineering Manager,"Denver, CO",Remote,Go,2.7,9,13,1,4,119,February,8,Yes,2,2.6,Low
EMP_0914,21,male,High School,Tech Lead,"Berlin, DE",Hybrid,Go,3.6,35,14,5,9,541,March,13,No,1,4.9,High
EMP_0915,21,female,Master,Full Stack Developer,"Atlanta, GA",Hybrid,Python,4.6,33,13,3,8,539,July,19,Yes,2,4.2,High
EMP_0916,16,male,Bachelor,QA Engineer,"Toronto, CA",Remote,Go,3.2,35,3,13,5,484,February,5,Yes,4,2,Medium
EMP_0917,2,female,High School,Product Manager,"Berlin, DE",Hybrid,C++,2.6,15,3,3,1,74,May,11,No,4,4.2,Low
EMP_0918,16,male,Bachelor,UI/UX Designer,Remote,On-site,Java,3.7,25,3,10,6,552,April,13,Yes,5,1.2,Medium
EMP_0919,16,male,Bachelor,Product Manager,"Berlin, DE",On-site,Swift,2.9,27,7,0,7,569,December,23,No,3,3.9,Medium
EMP_0920,7,male,High School,Frontend Developer,"New York, NY",Remote,Go,2.6,20,10,4,3,188,August,8,Yes,1,4.9,Low
EMP_0921,18,male,Bachelor,Software Engineer,"Austin, TX",Hybrid,TypeScript,3.2,23,12,19,8,485,September,21,No,1,2.5,Medium
EMP_0922,2,male,Master,Security Engineer,"San Francisco, CA",Hybrid,TypeScript,3.5,8,9,14,1,95,May,8,Yes,0,1.7,Medium
EMP_0923,11,male,Master,Software Engineer,"Seattle, WA",Remote,Python,2.8,20,1,10,4,397,September,13,Yes,2,3.7,Medium
EMP_0924,20,female,High School,Engineering Manager,"Atlanta, GA",Hybrid,Go,3.7,32,4,17,9,635,August,19,Yes,,4.5,High
EMP_0925,10,female,Bachelor,UI/UX Designer,"Boston, MA",Hybrid,Go,2.7,17,1,0,6,279,December,21,Yes,4,2.6,Low
EMP_0926,17,male,Bachelor,Engineering Manager,"Los Angeles, CA",Hybrid,Python,3,30,2,4,8,493,January,24,,4,1.2,High
EMP_0927,16,female,PhD,Engineering Manager,"New York, NY",On-site,TypeScript,3.4,28,13,4,7,536,July,,,5,4.6,High
EMP_0928,24,male,Master,DevOps Engineer,Remote,On-site,Rust,3.5,28,5,1,12,603,December,6,Yes,2,2.3,High
EMP_0929,1,male,Master,QA Engineer,"Austin, TX",Hybrid,Swift,2.6,15,11,3,5,128,January,18,Yes,0,4.1,Low
EMP_0930,3,female,Master,Data Analyst,"Denver, CO",Remote,Go,2.7,13,15,11,4,171,November,24,Yes,2,3.6,Low
EMP_0931,14,female,PhD,Backend Developer,"Denver, CO",Remote,Java,2.6,28,15,5,4,384,February,9,No,4,2.9,Medium
EMP_0932,11,male,Bachelor,Data Analyst,"Toronto, CA",Hybrid,Java,2.8,20,11,15,5,353,November,6,No,2,2.7,Low
EMP_0933,1,female,High School,Backend Developer,"Seattle, WA",Hybrid,C++,2.9,16,13,0,3,195,July,18,No,1,1.1,Low
EMP_0934,11,female,Master,Tech Lead,"Seattle, WA",On-site,C++,3.4,23,1,7,8,311,August,18,No,0,4.6,Medium
EMP_0935,8,female,Bachelor,Data Analyst,"Los Angeles, CA",Hybrid,Swift,2.6,20,1,10,4,264,January,17,Yes,5,,Low
EMP_0936,12,male,Master,Software Engineer,Remote,Remote,JavaScript,3.7,16,3,2,7,751,October,15,Yes,3,3.9,Medium
EMP_0937,6,male,Master,Tech Lead,"Austin, TX",Remote,TypeScript,2.8,14,13,7,2,167,September,10,Yes,1,1.4,Medium
EMP_0938,6,female,High School,DevOps Engineer,"Denver, CO",On-site,Go,2.9,19,10,10,2,247,October,21,Yes,1,4.3,Low
EMP_0939,8,male,Bachelor,Data Scientist,"Atlanta, GA",Remote,C++,3.1,18,15,1,2,290,December,15,Yes,5,3.5,Medium
EMP_0940,16,female,Bachelor,Backend Developer,"Berlin, DE",On-site,C++,3.2,28,7,8,7,603,October,13,No,5,3,Medium
EMP_0941,6,female,High School,Full Stack Developer,Remote,On-site,JavaScript,2.5,20,11,0,2,446,September,11,Yes,1,2.3,Low
EMP_0942,10,female,PhD,Engineering Manager,"Atlanta, GA",Hybrid,Go,4.2,22,11,2,4,279,November,13,No,1,3.7,Medium
EMP_0943,17,female,Master,UI/UX Designer,"Chicago, IL",Remote,Swift,4.2,25,9,4,6,555,July,,No,0,2.2,Medium
EMP_0944,21,female,Bachelor,Cloud Architect,"San Francisco, CA",Hybrid,C++,3.6,25,5,0,10,772,September,19,Yes,3,4.9,High
EMP_0945,6,male,Master,Backend Developer,"London, UK",On-site,JavaScript,2.9,13,2,1,5,228,October,20,Yes,0,3,Medium
EMP_0946,16,female,Master,Product Manager,"Berlin, DE",Hybrid,JavaScript,4.6,23,1,36,6,663,February,21,No,0,4,Medium
EMP_0947,7,male,High School,Backend Developer,"Berlin, DE",On-site,Java,2.5,18,14,3,2,363,December,12,Yes,3,4,Low
EMP_0948,14,female,Bachelor,UI/UX Designer,"Los Angeles, CA",Hybrid,C++,3.3,22,12,0,6,359,January,22,Yes,3,2,Low
EMP_0949,23,male,Master,Tech Lead,"Austin, TX",Remote,Swift,4,33,3,30,9,635,August,,Yes,2,1.4,High
EMP_0950,12,female,Bachelor,ML Engineer,"Toronto, CA",Hybrid,JavaScript,3.6,29,7,1,7,421,September,22,No,4,4.4,Medium
EMP_0951,30,female,Bachelor,ML Engineer,"Seattle, WA",Hybrid,Python,4.3,47,13,4,11,981,November,5,Yes,2,5,High
EMP_0952,6,female,Bachelor,Tech Lead,"San Francisco, CA",On-site,Rust,3,18,3,12,4,544,June,8,No,0,2.4,Medium
EMP_0953,18,female,Bachelor,UI/UX Designer,"Denver, CO",Hybrid,JavaScript,3.4,34,15,32,6,981,April,12,Yes,2,2.6,Low
EMP_0954,7,male,Bachelor,QA Engineer,"Chicago, IL",On-site,Java,2.7,16,15,19,3,299,September,16,Yes,4,2.1,Low
EMP_0955,16,female,Bachelor,Tech Lead,"New York, NY",Hybrid,C++,3.5,21,13,0,6,411,March,16,Yes,0,2.5,High
EMP_0956,15,female,Master,Data Analyst,"New York, NY",On-site,JavaScript,4.1,22,5,6,12,559,March,10,Yes,,2.1,Medium
EMP_0957,12,female,Bachelor,Tech Lead,"San Francisco, CA",On-site,Python,2.5,18,15,37,5,376,March,25,Yes,0,3.4,Medium
EMP_0958,16,male,Bachelor,Data Analyst,"Seattle, WA",Remote,Rust,3.4,28,6,10,7,461,June,16,No,0,3.7,Medium
EMP_0959,4,male,Bachelor,Frontend Developer,"Toronto, CA",Hybrid,Python,3.3,17,1,12,3,429,September,21,Yes,2,3.3,Low
EMP_0960,11,female,Master,QA Engineer,"Los Angeles, CA",Hybrid,Go,2.8,19,7,9,4,329,May,20,,0,2.2,Medium
EMP_0961,12,male,Bachelor,Data Analyst,"Atlanta, GA",On-site,Go,4.2,25,6,6,7,388,October,19,Yes,0,4.8,Low
EMP_0962,13,male,Master,Backend Developer,"Seattle, WA",Remote,Rust,3.2,23,14,0,5,543,October,,No,0,1.6,Medium
EMP_0963,20,female,Bachelor,Software Engineer,"Denver, CO",Remote,Go,3.6,30,3,4,10,510,July,12,No,3,3.6,Medium
EMP_0964,15,female,Master,Solutions Architect,"Denver, CO",Remote,C++,3.8,23,10,4,6,425,May,17,Yes,0,1.9,Medium
EMP_0965,10,female,Bachelor,Tech Lead,"New York, NY",On-site,C++,3,17,5,16,7,273,June,10,No,3,3.1,Medium
EMP_0966,27,male,Bachelor,Data Analyst,"Toronto, CA",On-site,Swift,4.3,30,8,4,10,721,May,,No,5,3.7,Medium
EMP_0967,8,female,Bachelor,Product Manager,"London, UK",Hybrid,C++,3,15,4,9,4,208,May,8,No,3,3.8,Medium
EMP_0968,6,female,PhD,Data Scientist,"San Francisco, CA",Remote,Go,2.7,13,3,10,3,282,January,15,Yes,0,2.7,Medium
EMP_0969,29,male,Master,Security Engineer,"Atlanta, GA",On-site,C++,4,39,3,1,9,742,June,5,No,2,2.7,High
EMP_0970,12,male,PhD,DevOps Engineer,"Austin, TX",Remote,JavaScript,2.6,19,7,20,6,376,December,23,Yes,2,4.8,Medium
EMP_0971,3,female,Bachelor,Full Stack Developer,"Seattle, WA",Remote,Go,2,11,7,6,4,221,November,17,Yes,0,3,Low
EMP_0972,21,male,Master,QA Engineer,"Los Angeles, CA",On-site,Python,4.3,32,5,12,8,543,June,13,No,1,1.1,Medium
EMP_0973,11,male,Bachelor,Full Stack Developer,"Boston, MA",On-site,Python,2.9,22,13,30,6,500,December,22,No,1,2.2,Medium
EMP_0974,17,male,Master,Solutions Architect,"Seattle, WA",Hybrid,C++,4,24,7,2,7,517,April,25,No,1,4,High
EMP_0975,11,female,Bachelor,Full Stack Developer,Remote,Remote,TypeScript,3.3,18,2,35,7,293,August,12,Yes,2,3.4,Medium
EMP_0976,16,male,Master,Product Manager,"Boston, MA",Hybrid,Go,3.1,27,5,26,6,405,June,21,No,5,1.8,High
EMP_0977,7,male,High School,Security Engineer,Remote,On-site,Java,3.1,11,6,0,2,426,January,,Yes,4,2.9,Low
EMP_0978,8,male,Bachelor,Solutions Architect,"New York, NY",Remote,TypeScript,2.5,26,3,17,3,417,February,17,Yes,4,4.9,Medium
EMP_0979,8,female,Bachelor,Software Engineer,"Berlin, DE",Remote,Java,2.9,19,15,17,3,282,February,7,Yes,4,1.8,Low
EMP_0980,9,male,Master,Data Scientist,"Boston, MA",On-site,Rust,3.3,19,3,5,5,261,March,6,Yes,4,2.7,Medium
EMP_0981,9,male,Bachelor,Security Engineer,"Berlin, DE",Remote,C++,1.8,15,12,21,3,423,March,25,Yes,0,2.4,Medium
EMP_0982,12,male,Master,Data Scientist,"Denver, CO",On-site,Swift,3.6,25,2,2,6,431,June,19,Yes,4,3,Medium
EMP_0983,12,male,Bachelor,Engineering Manager,Remote,On-site,TypeScript,3.6,21,12,3,6,332,March,21,Yes,2,4.8,Medium
EMP_0984,6,female,High School,DevOps Engineer,"San Francisco, CA",Remote,Go,2.1,15,5,3,2,210,February,24,No,1,3.6,Low
EMP_0985,21,male,Bachelor,Frontend Developer,"Toronto, CA",Hybrid,Go,3.3,32,12,1,9,714,December,11,,4,5,Medium
EMP_0986,15,male,Bachelor,Solutions Architect,"London, UK",Hybrid,Python,3.8,22,10,9,5,547,September,6,No,4,2.7,High
EMP_0987,8,male,High School,ML Engineer,Remote,Remote,TypeScript,3.2,20,13,20,4,212,July,14,Yes,2,3.2,Low
EMP_0988,5,male,Master,UI/UX Designer,"Chicago, IL",Hybrid,Go,3.3,13,10,9,2,198,June,9,Yes,1,1.4,Low
EMP_0989,10,male,Bachelor,Engineering Manager,"Toronto, CA",Hybrid,Go,3.6,25,11,8,5,301,May,11,No,1,1.8,Medium
EMP_0990,14,female,Bachelor,Cloud Architect,"Berlin, DE",Hybrid,C++,4,24,11,5,7,412,March,17,Yes,3,2,Medium
EMP_0991,15,male,PhD,Cloud Architect,"London, UK",On-site,Java,3.7,26,11,12,9,440,November,13,,3,3.4,High
EMP_0992,12,female,Bachelor,DevOps Engineer,"Atlanta, GA",On-site,TypeScript,3.9,25,10,7,4,351,February,23,No,4,4,Medium
EMP_0993,10,female,Bachelor,QA Engineer,"Berlin, DE",Hybrid,Python,2.9,18,2,4,4,269,May,,No,0,2.8,Low
EMP_0994,14,male,Master,Cloud Architect,"Berlin, DE",Hybrid,JavaScript,3.4,19,2,0,5,517,February,24,Yes,5,1.6,Medium
EMP_0995,3,male,Master,Frontend Developer,"Chicago, IL",Hybrid,C++,3.3,13,8,43,4,123,April,5,Yes,3,1.9,Low
EMP_0996,6,female,Master,UI/UX Designer,Remote,On-site,Swift,3.5,13,12,24,6,190,May,20,No,5,2.8,Low
EMP_0997,11,male,Bachelor,Data Scientist,"Boston, MA",Remote,C++,3.1,19,3,0,6,293,June,12,Yes,4,2.4,Medium
EMP_0998,11,female,PhD,Solutions Architect,"Denver, CO",Remote,Python,3.3,18,7,1,6,391,March,16,No,2,4.5,Medium
EMP_0999,25,male,Master,Data Scientist,Remote,Hybrid,Python,5,33,5,1,11,786,August,9,No,3,1.8,High
EMP_1000,11,female,Bachelor,UI/UX Designer,"Austin, TX",Hybrid,Rust,4.2,19,4,7,5,331,September,21,Yes,1,1.3,Medium
EMP_1001,5,male,Bachelor,Full Stack Developer,"Atlanta, GA",Hybrid,JavaScript,2.6,16,4,8,2,178,April,13,No,2,4.5,Low
EMP_1002,10,female,PhD,Solutions Architect,"Austin, TX",Hybrid,Python,3.6,19,12,3,4,332,January,14,Yes,4,2.8,High
EMP_1003,9,male,Master,QA Engineer,"Austin, TX",Remote,Python,3.4,22,2,3,6,336,October,21,Yes,1,2.4,Medium
EMP_1004,9,male,High School,Security Engineer,Remote,Hybrid,Rust,3,21,1,1,3,302,August,9,Yes,2,3.8,Low
EMP_1005,5,male,Bachelor,Tech Lead,Remote,Remote,TypeScript,2.1,10,5,9,2,168,July,21,,5,2.5,Medium
EMP_1006,3,female,High School,Product Manager,"San Francisco, CA",Hybrid,Java,2.9,12,13,1,2,253,January,11,Yes,4,1,Low
EMP_1007,2,male,PhD,Product Manager,"San Francisco, CA",On-site,JavaScript,2.6,11,1,1,1,133,December,6,Yes,4,2.7,Medium
EMP_1008,6,male,Master,QA Engineer,"London, UK",Remote,Go,3,9,8,24,4,412,March,,Yes,5,2.5,Medium
EMP_1009,17,female,High School,DevOps Engineer,"Chicago, IL",Remote,JavaScript,3.4,28,8,5,9,597,February,12,No,4,4.8,Medium
EMP_1010,3,female,Master,ML Engineer,"London, UK",On-site,Rust,2.2,15,7,0,1,141,April,11,Yes,1,3.9,Low
EMP_1011,16,male,PhD,Full Stack Developer,"Berlin, DE",On-site,Java,3.8,25,15,9,8,603,July,18,No,4,4.6,High
EMP_1012,3,male,Master,Cloud Architect,"Toronto, CA",On-site,Rust,3.3,17,4,10,5,88,August,14,Yes,5,3,Medium
EMP_1013,7,male,Bachelor,ML Engineer,"San Francisco, CA",Remote,Swift,2.9,13,5,8,8,244,September,21,Yes,4,1.7,Medium
EMP_1014,14,male,PhD,Backend Developer,"Austin, TX",Hybrid,Go,3.6,22,5,8,4,492,November,25,No,5,1.7,Medium
EMP_1015,14,male,Bachelor,ML Engineer,"Los Angeles, CA",On-site,JavaScript,3.2,24,11,6,4,448,November,8,No,0,3.8,High
EMP_1016,11,male,Bachelor,Tech Lead,"San Francisco, CA",Hybrid,TypeScript,2.7,24,5,15,4,301,February,20,No,1,4.4,High
EMP_1017,12,male,Bachelor,QA Engineer,"New York, NY",Remote,JavaScript,3.7,21,5,2,7,345,May,23,No,2,1.8,Medium
EMP_1018,22,female,PhD,UI/UX Designer,"London, UK",Remote,TypeScript,3.8,37,6,10,10,933,January,20,Yes,4,2.3,High
EMP_1019,16,female,Bachelor,Frontend Developer,"Chicago, IL",On-site,C++,1.6,21,4,10,7,452,October,15,Yes,3,4.9,Low
EMP_1020,9,female,Bachelor,ML Engineer,"Los Angeles, CA",Remote,Swift,3.2,16,1,0,5,233,March,9,No,4,4.6,Medium
EMP_1021,7,male,Bachelor,Security Engineer,"Atlanta, GA",Hybrid,Go,3.1,12,9,32,3,447,September,23,Yes,5,1.8,Low
EMP_1022,15,male,Master,DevOps Engineer,"Boston, MA",On-site,Swift,2.8,24,4,1,6,400,June,,Yes,4,1.1,Medium
EMP_1023,10,male,Bachelor,Security Engineer,"Boston, MA",Hybrid,Rust,3.1,20,7,16,4,305,May,15,Yes,5,2.9,Medium
EMP_1024,14,male,Bachelor,Full Stack Developer,"Los Angeles, CA",On-site,Java,2.7,24,15,8,7,455,August,5,No,2,4.1,Medium
EMP_1025,6,female,Master,UI/UX Designer,"Toronto, CA",Remote,Java,2.6,22,6,5,3,396,October,19,Yes,4,2.5,Low
EMP_1026,4,female,Bachelor,Engineering Manager,"Boston, MA",Hybrid,Python,1.6,17,10,4,1,163,December,16,No,3,1.8,Medium
EMP_1027,10,female,Bachelor,Cloud Architect,"Los Angeles, CA",Hybrid,Java,2.9,16,7,0,8,595,April,18,Yes,4,3.5,Medium
EMP_1028,14,male,Bachelor,Tech Lead,"Atlanta, GA",Hybrid,JavaScript,2.3,25,15,1,5,454,October,20,Yes,4,1.9,Medium
EMP_1029,18,male,Bachelor,Data Scientist,"New York, NY",Hybrid,Python,3.6,29,3,49,6,543,January,,No,5,2.5,High
EMP_1030,8,female,High School,UI/UX Designer,"Seattle, WA",Hybrid,C++,2.3,20,11,16,3,242,December,21,Yes,5,3.3,Low
EMP_1031,16,male,Master,Solutions Architect,"New York, NY",Hybrid,Python,3.7,27,9,21,5,473,January,7,No,0,3.4,High
EMP_1032,10,male,Master,Engineering Manager,"Denver, CO",Remote,Go,3.6,25,9,5,5,369,December,16,No,3,3.5,Medium
EMP_1033,18,male,Master,Data Analyst,"Chicago, IL",Remote,Python,3,31,8,9,6,487,December,10,No,5,1.9,Medium
EMP_1034,12,male,Bachelor,UI/UX Designer,"Atlanta, GA",Remote,JavaScript,3.5,25,7,7,5,647,July,20,No,0,2.7,Medium
EMP_1035,20,male,Master,Solutions Architect,"London, UK",Hybrid,JavaScript,4.2,28,12,6,11,571,February,9,Yes,0,4.3,High
EMP_1036,16,male,Bachelor,Full Stack Developer,"Los Angeles, CA",Remote,JavaScript,3.4,26,4,11,7,552,May,14,No,2,2,Medium
EMP_1037,10,female,Master,Frontend Developer,"Los Angeles, CA",Hybrid,Python,3.3,20,5,0,5,486,July,16,Yes,2,4,Low
EMP_1038,23,female,Master,Cloud Architect,"Atlanta, GA",Hybrid,Swift,3.3,30,14,2,10,759,October,19,No,1,4.1,High
EMP_1039,2,male,High School,Engineering Manager,"Berlin, DE",Hybrid,Swift,2.7,11,11,2,0,206,July,15,No,1,1.1,Low
EMP_1040,13,male,Master,Tech Lead,"Seattle, WA",Remote,Swift,3.2,23,15,4,4,391,December,12,No,2,3.8,High
EMP_1041,21,female,Bachelor,DevOps Engineer,"Toronto, CA",Hybrid,JavaScript,3.1,36,7,25,7,769,July,12,Yes,3,1.8,Medium
EMP_1042,4,female,Bachelor,QA Engineer,"Chicago, IL",Remote,C++,2.2,24,11,4,2,168,February,6,Yes,2,1.7,Low
EMP_1043,15,female,PhD,Engineering Manager,"London, UK",On-site,Java,3,18,2,18,9,1014,January,23,Yes,2,2.6,Medium
EMP_1044,27,male,Master,UI/UX Designer,"Atlanta, GA",On-site,Python,3.2,35,9,8,11,787,May,6,No,1,3.1,High
EMP_1045,7,female,Bachelor,Tech Lead,"Los Angeles, CA",On-site,Python,2.7,14,15,2,2,240,August,12,No,1,3.7,Low
EMP_1046,16,female,Bachelor,QA Engineer,"Seattle, WA",Remote,JavaScript,3.9,24,12,7,7,551,July,8,Yes,,3.5,Medium
EMP_1047,14,female,Bachelor,Solutions Architect,"London, UK",Hybrid,TypeScript,2.8,30,3,41,6,374,November,19,Yes,5,1.2,Medium
EMP_1048,17,male,Bachelor,QA Engineer,"London, UK",Hybrid,C++,2.3,30,1,2,6,457,September,25,Yes,2,4.3,Medium
EMP_1049,9,female,Bachelor,UI/UX Designer,"Los Angeles, CA",Hybrid,JavaScript,2.8,16,12,17,4,277,November,23,Yes,,1.6,Low
EMP_1050,5,male,Bachelor,QA Engineer,"Austin, TX",Remote,Swift,3.1,16,14,2,6,126,October,8,No,3,4.6,Low
